State No,P_in (dBm),VGS (V),PLoad [dBm],PAE [%],Best_Source_Mag,Best_Source_Ang,Best_Load_Mag,Best_Load_Ang,SP_It1_Point,SP_It1_Mag,SP_It1_Ang,LP_It1_Point,LP_It1_Mag,LP_It1_Ang,SP_It2_Point,SP_It2_Mag,SP_It2_Ang,LP_It2_Point,LP_It2_Mag,LP_It2_Ang
1,30,-2.9,38.81,47.44,0.8766064643819682,-61.866112938422496,0.6846693743457068,-121.1290125435394,11.75,0.8489950156673464,-70.72514306251496,44.5,0.7112805790947023,-120.95030373928071,47.0,0.8766064643819682,-61.866112938422496,47.5,0.6846693743457068,-121.1290125435394
