State No,P_in (dBm),VGS (V),PLoad [dBm],PAE [%],Best_Source_Mag,Best_Source_Ang,Best_Load_Mag,Best_Load_Ang,SP_It1_Point,SP_It1_Mag,SP_It1_Ang,LP_It1_Point,LP_It1_Mag,LP_It1_Ang,SP_It2_Point,SP_It2_Mag,SP_It2_Ang,LP_It2_Point,LP_It2_Mag,LP_It2_Ang,SP_It3_Point,SP_It3_Mag,SP_It3_Ang,LP_It3_Point,LP_It3_Mag,LP_It3_Ang
1,30,-2.90,38.64,47.05,0.8552068373815807,-59.92509643605916,0.6874462242555869,-122.27510217340954,11.75,0.8417107682484356,-53.74790886219712,44.0,0.6914024660004872,-125.6004774925953,45.0,0.89387642054539,-59.34644928446778,45.5,0.6864981667259669,-124.02119974871334,45.5,0.8552068373815807,-59.92509643605916,46.0,0.6874462242555869,-122.27510217340954
