State No,P_in (dBm),VGS (V),PLoad [dBm],PAE [%],Best_Source_Mag,Best_Source_Ang,Best_Load_Mag,Best_Load_Ang,SP_It1_Point,SP_It1_Mag,SP_It1_Ang,LP_It1_Point,LP_It1_Mag,LP_It1_Ang,SP_It2_Point,SP_It2_Mag,SP_It2_Ang,LP_It2_Point,LP_It2_Mag,LP_It2_Ang,SP_It3_Point,SP_It3_Mag,SP_It3_Ang,LP_It3_Point,LP_It3_Mag,LP_It3_Ang
1,30,-2.90,38.75,47.53,0.8460816115925782,-61.89148815234771,0.6940064869474781,-120.6703344119584,11.75,0.8608198193142104,-55.04282302302624,45.0,0.6866107743346416,-125.14341057522799,46.0,0.9114735984247923,-59.86204151839119,46.0,0.7001969830681379,-122.80916495818705,46.5,0.8460816115925782,-61.89148815234771,47.0,0.6940064869474781,-120.6703344119584
